Pulse heights for the following Vcal values:
Low range:  50 100 150 200 250 
High range:  30 50 70 90 200 

  44  58  74  87 104  90 136 174 214 255    Pix  0  0
  40  55  70  84 101  87 132 172 212 255    Pix  0  1
  38  52  68  82  98  85 129 168 207 255    Pix  0  2
  42  56  72  86 101  87 133 173 211 255    Pix  0  3
  43  56  72  87 102  88 135 174 214 255    Pix  0  4
  42  55  71  86 101  87 134 173 213 255    Pix  0  5
  42  56  72  86 102  91 135 175 215 255    Pix  0  6
  39  54  69  85 100  86 132 172 211 255    Pix  0  7
  37  50  65  81  96  83 129 168 209 255    Pix  0  8
  39  53  69  85 100  87 133 173 213 255    Pix  0  9
  35  48  64  80  95  82 129 169 209 255    Pix  0 10
  34  48  63  79  94  79 127 165 206 255    Pix  0 11
  31  46  62  77  92  77 126 165 206 255    Pix  0 12
  31  45  61  76  93  78 124 164 206 255    Pix  0 13
  35  49  64  79  96  81 128 169 208 255    Pix  0 14
  44  60  75  90 106  91 140 178 220 255    Pix  0 15
  43  57  73  88 103  89 136 176 218 255    Pix  0 16
  38  52  68  83  98  85 130 170 211 255    Pix  0 17
  34  48  63  78  94  79 127 165 206 255    Pix  0 18
  35  49  66  80  96  82 129 171 210 255    Pix  0 19
  37  50  67  82  97  84 132 172 213 255    Pix  0 20
  36  49  66  80  96  82 130 170 210 255    Pix  0 21
  37  52  67  83  97  84 131 171 213 255    Pix  0 22
  38  52  68  82  98  84 131 171 211 255    Pix  0 23
  32  46  64  78  94  79 126 166 207 255    Pix  0 24
  30  45  60  76  91  77 124 164 205 255    Pix  0 25
  30  44  59  74  90  76 122 161 203 255    Pix  0 26
  35  50  65  80  96  81 129 169 207 255    Pix  0 27
  37  50  66  80  98  84 130 172 210 255    Pix  0 28
  35  49  64  80  95  81 128 169 208 255    Pix  0 29
  30  44  60  75  91  77 123 164 205 255    Pix  0 30
  33  47  64  79  94  81 129 169 210 255    Pix  0 31
  30  44  60  76  91  77 125 164 206 255    Pix  0 32
  36  50  67  82  98  83 131 171 210 255    Pix  0 33
  44  59  73  89 105  90 138 178 220 255    Pix  0 34
  36  50  66  80  96  82 129 169 210 255    Pix  0 35
  40  55  70  86 102  87 136 176 217 255    Pix  0 36
  31  46  62  77  93  79 125 166 206 255    Pix  0 37
  35  49  65  80  97  82 130 171 212 255    Pix  0 38
  36  49  66  81  97  82 130 171 213 255    Pix  0 39
  36  50  65  80  96  82 129 171 210 255    Pix  0 40
  34  49  64  79  94  80 127 167 208 255    Pix  0 41
  30  45  61  76  92  78 126 164 207 255    Pix  0 42
  33  48  63  78  95  80 128 167 207 255    Pix  0 43
  26  39  54  69  85  71 117 158 199 255    Pix  0 44
  36  51  67  82  98  83 130 173 213 255    Pix  0 45
  33  47  63  78  94  80 127 167 208 255    Pix  0 46
  31  45  62  77  93  78 126 165 206 255    Pix  0 47
  28  42  57  72  89  74 121 161 204 255    Pix  0 48
  27  40  55  70  85  71 119 158 198 255    Pix  0 49
  28  40  56  70  85  72 118 158 198 255    Pix  0 50
  40  55  71  85 101  88 133 173 213 255    Pix  0 51
  34  48  64  78  94  80 128 167 207 255    Pix  0 52
  36  50  65  80  96  83 130 171 211 255    Pix  0 53
  30  44  59  74  88  76 122 160 202 255    Pix  0 54
  32  46  60  76  92  78 124 164 205 255    Pix  0 55
  35  49  66  80  96  83 131 172 215 255    Pix  0 56
  33  46  61  76  93  78 125 164 205 255    Pix  0 57
  34  47  63  78  94  79 127 166 206 255    Pix  0 58
  30  45  60  75  90  76 123 161 203 255    Pix  0 59
  32  46  63  78  93  79 126 166 207 255    Pix  0 60
  27  42  56  71  87  73 121 161 202 255    Pix  0 61
  30  44  59  74  89  76 122 160 201 255    Pix  0 62
  40  54  70  84 100  86 134 174 216 255    Pix  0 63
  33  48  63  78  94  80 127 168 208 255    Pix  0 64
  36  49  65  79  95  81 127 166 207 255    Pix  0 65
  27  41  53  69  84  70 117 157 196 255    Pix  0 66
  23  36  51  66  81  68 113 152 192 255    Pix  0 67
  29  42  57  72  87  74 118 158 198 255    Pix  0 68
