Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])

2.000000e-03 5.037915e-01 1.626623e+02 1.012713e+02     Pix  0  0
2.000000e-03 5.253800e-01 1.644406e+02 9.904588e+01     Pix  0  1
2.000000e-03 4.943722e-01 1.647935e+02 9.964967e+01     Pix  0  2
2.000000e-03 4.931026e-01 1.630391e+02 1.025730e+02     Pix  0  3
2.000000e-03 5.004191e-01 1.625206e+02 1.007595e+02     Pix  0  4
2.000000e-03 4.523993e-01 1.663352e+02 1.010496e+02     Pix  0  5
2.000000e-03 4.737180e-01 1.673165e+02 9.584520e+01     Pix  0  6
2.000000e-03 5.039690e-01 1.645385e+02 9.906816e+01     Pix  0  7
2.000000e-03 4.799936e-01 1.690492e+02 9.707162e+01     Pix  0  8
2.000000e-03 4.879251e-01 1.648085e+02 9.790346e+01     Pix  0  9
2.000000e-03 4.840684e-01 1.681008e+02 9.834696e+01     Pix  0 10
2.000000e-03 5.302279e-01 1.630566e+02 9.826416e+01     Pix  0 11
2.000000e-03 5.198376e-01 1.654116e+02 9.671725e+01     Pix  0 12
2.000000e-03 5.428589e-01 1.653150e+02 9.681334e+01     Pix  0 13
2.000000e-03 5.080801e-01 1.673863e+02 9.597423e+01     Pix  0 14
2.000000e-03 4.922130e-01 1.622346e+02 1.014971e+02     Pix  0 15
2.000000e-03 4.798591e-01 1.650629e+02 9.895516e+01     Pix  0 16
1.999989e-03 4.611242e-01 1.666991e+02 9.984533e+01     Pix  0 17
2.000000e-03 4.867651e-01 1.678894e+02 9.601100e+01     Pix  0 18
2.000000e-03 4.894899e-01 1.684638e+02 9.344244e+01     Pix  0 19
2.000000e-03 4.844957e-01 1.687980e+02 9.400107e+01     Pix  0 20
2.000000e-03 4.806923e-01 1.679920e+02 9.782326e+01     Pix  0 21
1.999999e-03 5.262762e-01 1.638657e+02 9.685370e+01     Pix  0 22
2.000000e-03 5.292202e-01 1.639669e+02 9.920354e+01     Pix  0 23
2.000000e-03 5.322498e-01 1.645570e+02 9.786225e+01     Pix  0 24
2.000000e-03 5.238492e-01 1.673237e+02 9.592825e+01     Pix  0 25
1.999945e-03 5.240549e-01 1.658812e+02 9.464045e+01     Pix  0 26
2.000000e-03 4.740461e-01 1.705643e+02 9.300301e+01     Pix  0 27
2.000000e-03 5.063224e-01 1.658517e+02 9.930302e+01     Pix  0 28
2.000000e-03 4.880040e-01 1.658368e+02 9.823502e+01     Pix  0 29
2.000000e-03 5.422976e-01 1.652393e+02 9.655830e+01     Pix  0 30
1.999964e-03 5.125379e-01 1.663730e+02 9.404233e+01     Pix  0 31
1.999963e-03 5.088791e-01 1.672804e+02 9.303632e+01     Pix  0 32
2.000000e-03 4.764318e-01 1.658903e+02 9.964713e+01     Pix  0 33
