Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])

2.000000e-03 5.027392e-01 1.620177e+02 1.018136e+02     Pix  0  0
2.000000e-03 5.205645e-01 1.606495e+02 1.049630e+02     Pix  0  1
2.000000e-03 5.052167e-01 1.599476e+02 1.025958e+02     Pix  0  2
2.000000e-03 5.061098e-01 1.609292e+02 1.043514e+02     Pix  0  3
2.000000e-03 5.063972e-01 1.602390e+02 1.044812e+02     Pix  0  4
2.000000e-03 5.060879e-01 1.592501e+02 1.048731e+02     Pix  0  5
2.000000e-03 5.355455e-01 1.616588e+02 9.940124e+01     Pix  0  6
2.000000e-03 5.302666e-01 1.612048e+02 1.021434e+02     Pix  0  7
2.000000e-03 5.209642e-01 1.639588e+02 9.805225e+01     Pix  0  8
2.000000e-03 5.207345e-01 1.632264e+02 9.995255e+01     Pix  0  9
1.999999e-03 5.298289e-01 1.594199e+02 1.007735e+02     Pix  0 10
2.000000e-03 4.981086e-01 1.654521e+02 9.945878e+01     Pix  0 11
1.920010e-03 4.952661e-01 1.665183e+02 9.433154e+01     Pix  0 12
1.999989e-03 5.593811e-01 1.623967e+02 9.697810e+01     Pix  0 13
2.000000e-03 5.343531e-01 1.638355e+02 9.811670e+01     Pix  0 14
1.999999e-03 5.279967e-01 1.601947e+02 1.025459e+02     Pix  0 15
2.000000e-03 4.849397e-01 1.650821e+02 9.943270e+01     Pix  0 16
2.000000e-03 5.403827e-01 1.606878e+02 1.030028e+02     Pix  0 17
1.999960e-03 5.596313e-01 1.613844e+02 9.938652e+01     Pix  0 18
2.000000e-03 5.803842e-01 1.594989e+02 1.011065e+02     Pix  0 19
1.924106e-03 4.954824e-01 1.681241e+02 9.292705e+01     Pix  0 20
2.000000e-03 5.588371e-01 1.600001e+02 1.014636e+02     Pix  0 21
2.000000e-03 5.595525e-01 1.602941e+02 1.045006e+02     Pix  0 22
2.000000e-03 5.469368e-01 1.582378e+02 1.053271e+02     Pix  0 23
2.000000e-03 5.779824e-01 1.612288e+02 9.948612e+01     Pix  0 24
2.000000e-03 5.307837e-01 1.645801e+02 9.668637e+01     Pix  0 25
1.997286e-03 5.637648e-01 1.630522e+02 9.669639e+01     Pix  0 26
2.000000e-03 5.297691e-01 1.629706e+02 1.005746e+02     Pix  0 27
2.000000e-03 5.539283e-01 1.611728e+02 1.021412e+02     Pix  0 28
2.000000e-03 5.533896e-01 1.604156e+02 1.021051e+02     Pix  0 29
2.000000e-03 5.538890e-01 1.653529e+02 9.809429e+01     Pix  0 30
2.000000e-03 5.962017e-01 1.601979e+02 1.004128e+02     Pix  0 31
2.000000e-03 5.798014e-01 1.620048e+02 9.877880e+01     Pix  0 32
2.000000e-03 5.424731e-01 1.609825e+02 1.027461e+02     Pix  0 33
2.000000e-03 4.910616e-01 1.642272e+02 1.026143e+02     Pix  0 34
2.000000e-03 5.479052e-01 1.601127e+02 1.039144e+02     Pix  0 35
2.000000e-03 5.179446e-01 1.656271e+02 9.645031e+01     Pix  0 36
1.999961e-03 5.534084e-01 1.624995e+02 9.897739e+01     Pix  0 37
2.000000e-03 5.526454e-01 1.621888e+02 9.949508e+01     Pix  0 38
2.000000e-03 5.452201e-01 1.628357e+02 9.966371e+01     Pix  0 39
2.000000e-03 5.402421e-01 1.611616e+02 1.006453e+02     Pix  0 40
2.000000e-03 5.619146e-01 1.618604e+02 1.015235e+02     Pix  0 41
1.999979e-03 5.837987e-01 1.613933e+02 9.835380e+01     Pix  0 42
2.000000e-03 6.081706e-01 1.603991e+02 1.010310e+02     Pix  0 43
2.000000e-03 5.876647e-01 1.622254e+02 9.918899e+01     Pix  0 44
2.000000e-03 5.411473e-01 1.614335e+02 1.008433e+02     Pix  0 45
2.000000e-03 5.372427e-01 1.630297e+02 1.008716e+02     Pix  0 46
2.000000e-03 5.448342e-01 1.624009e+02 9.974211e+01     Pix  0 47
2.000000e-03 5.892425e-01 1.611234e+02 1.001457e+02     Pix  0 48
1.999999e-03 5.801853e-01 1.624620e+02 9.752664e+01     Pix  0 49
2.000000e-03 5.975036e-01 1.628124e+02 9.875324e+01     Pix  0 50
2.000000e-03 5.399105e-01 1.620872e+02 1.009119e+02     Pix  0 51
2.000000e-03 5.485104e-01 1.602149e+02 1.016023e+02     Pix  0 52
2.000000e-03 5.709088e-01 1.591824e+02 1.035779e+02     Pix  0 53
2.000000e-03 5.822868e-01 1.623502e+02 1.006620e+02     Pix  0 54
2.000000e-03 5.751837e-01 1.617644e+02 1.004783e+02     Pix  0 55
2.000000e-03 5.439654e-01 1.645490e+02 9.764709e+01     Pix  0 56
2.000000e-03 5.767251e-01 1.604273e+02 1.028585e+02     Pix  0 57
2.000000e-03 5.585629e-01 1.613437e+02 1.011101e+02     Pix  0 58
1.999998e-03 5.831840e-01 1.624578e+02 9.809602e+01     Pix  0 59
1.999963e-03 5.503460e-01 1.659501e+02 9.688205e+01     Pix  0 60
2.000000e-03 6.116085e-01 1.602056e+02 1.004017e+02     Pix  0 61
2.000000e-03 5.935099e-01 1.615618e+02 1.007825e+02     Pix  0 62
2.000000e-03 6.112944e-01 1.580785e+02 1.024190e+02     Pix  0 63
2.000000e-03 5.381712e-01 1.643885e+02 9.687378e+01     Pix  0 64
2.000000e-03 5.263622e-01 1.644245e+02 9.721338e+01     Pix  0 65
2.000000e-03 5.991992e-01 1.620074e+02 9.862381e+01     Pix  0 66
1.999832e-03 5.879929e-01 1.646446e+02 9.552290e+01     Pix  0 67
2.000000e-03 5.586256e-01 1.658667e+02 9.699705e+01     Pix  0 68
2.000000e-03 5.436122e-01 1.607125e+02 1.011329e+02     Pix  0 69
2.000000e-03 5.525590e-01 1.606418e+02 1.020897e+02     Pix  0 70
2.000000e-03 5.475411e-01 1.607967e+02 9.954197e+01     Pix  0 71
2.000000e-03 5.656309e-01 1.627396e+02 9.874947e+01     Pix  0 72
2.000000e-03 5.879774e-01 1.628890e+02 9.771806e+01     Pix  0 73
2.000000e-03 6.078747e-01 1.604910e+02 1.010075e+02     Pix  0 74
2.000000e-03 5.573537e-01 1.640208e+02 9.905938e+01     Pix  0 75
2.000000e-03 5.437743e-01 1.647483e+02 9.847591e+01     Pix  0 76
2.000000e-03 5.804676e-01 1.619159e+02 1.001665e+02     Pix  0 77
1.934856e-03 5.685411e-01 1.659108e+02 9.479325e+01     Pix  0 78
1.691900e-03 5.593767e-01 1.706786e+02 9.336030e+01     Pix  0 79
2.000000e-03 4.598610e-01 1.677452e+02 1.004364e+02     Pix  1  0
2.000000e-03 4.570823e-01 1.719249e+02 9.641511e+01     Pix  1  1
2.000000e-03 5.027956e-01 1.664203e+02 1.020518e+02     Pix  1  2
2.000000e-03 5.063507e-01 1.639519e+02 1.020063e+02     Pix  1  3
2.000000e-03 4.336402e-01 1.716029e+02 9.852587e+01     Pix  1  4
2.000000e-03 4.143779e-01 1.727247e+02 9.712664e+01     Pix  1  5
2.000000e-03 4.469586e-01 1.724131e+02 9.639453e+01     Pix  1  6
2.000000e-03 4.950943e-01 1.699671e+02 9.751708e+01     Pix  1  7
2.000000e-03 5.021886e-01 1.693484e+02 9.999488e+01     Pix  1  8
2.000000e-03 4.764214e-01 1.721188e+02 9.569972e+01     Pix  1  9
2.000000e-03 4.719385e-01 1.723098e+02 9.514729e+01     Pix  1 10
2.000000e-03 4.857462e-01 1.721584e+02 9.423884e+01     Pix  1 11
2.000000e-03 4.976345e-01 1.729023e+02 9.324266e+01     Pix  1 12
2.000000e-03 5.126266e-01 1.717434e+02 9.563654e+01     Pix  1 13
2.000000e-03 4.657817e-01 1.757596e+02 9.060077e+01     Pix  1 14
2.000000e-03 4.846528e-01 1.698597e+02 9.863754e+01     Pix  1 15
2.000000e-03 4.837918e-01 1.696823e+02 9.749229e+01     Pix  1 16
2.000000e-03 4.138457e-01 1.737209e+02 9.824298e+01     Pix  1 17
2.000000e-03 4.910736e-01 1.717824e+02 9.290130e+01     Pix  1 18
2.000000e-03 4.852802e-01 1.713429e+02 9.558913e+01     Pix  1 19
2.000000e-03 4.804864e-01 1.737859e+02 9.539626e+01     Pix  1 20
2.000000e-03 4.688197e-01 1.721435e+02 9.650781e+01     Pix  1 21
2.000000e-03 4.569456e-01 1.751375e+02 9.348585e+01     Pix  1 22
2.000000e-03 4.573816e-01 1.755378e+02 9.192103e+01     Pix  1 23
2.000000e-03 5.342308e-01 1.712807e+02 9.288318e+01     Pix  1 24
2.000000e-03 5.120851e-01 1.737712e+02 9.256469e+01     Pix  1 25
2.000000e-03 5.089456e-01 1.726614e+02 9.248687e+01     Pix  1 26
2.000000e-03 4.222540e-01 1.766028e+02 9.351986e+01     Pix  1 27
2.000000e-03 4.759083e-01 1.735218e+02 9.578851e+01     Pix  1 28
2.000000e-03 5.057236e-01 1.714296e+02 9.647302e+01     Pix  1 29
2.000000e-03 5.079655e-01 1.726571e+02 9.351332e+01     Pix  1 30
2.000000e-03 5.044432e-01 1.726905e+02 9.399832e+01     Pix  1 31
2.000000e-03 5.061183e-01 1.743353e+02 9.301609e+01     Pix  1 32
2.000000e-03 4.783015e-01 1.716749e+02 9.659890e+01     Pix  1 33
2.000000e-03 4.542986e-01 1.720051e+02 9.622152e+01     Pix  1 34
2.000000e-03 5.119671e-01 1.671651e+02 1.004541e+02     Pix  1 35
2.000000e-03 4.923807e-01 1.713359e+02 9.732748e+01     Pix  1 36
2.000000e-03 4.977384e-01 1.701171e+02 9.704645e+01     Pix  1 37
2.000000e-03 4.979612e-01 1.721347e+02 9.572512e+01     Pix  1 38
2.000000e-03 4.831846e-01 1.732691e+02 9.419315e+01     Pix  1 39
2.000000e-03 4.585052e-01 1.748702e+02 9.384493e+01     Pix  1 40
2.000000e-03 4.846561e-01 1.723267e+02 9.388054e+01     Pix  1 41
2.000000e-03 5.529028e-01 1.711016e+02 9.524691e+01     Pix  1 42
2.000000e-03 5.273507e-01 1.726755e+02 9.244749e+01     Pix  1 43
2.000000e-03 5.324930e-01 1.687655e+02 9.664287e+01     Pix  1 44
2.000000e-03 5.167879e-01 1.702990e+02 9.668310e+01     Pix  1 45
2.000000e-03 4.800707e-01 1.722481e+02 9.703585e+01     Pix  1 46
2.000000e-03 4.779615e-01 1.750742e+02 9.298838e+01     Pix  1 47
2.000000e-03 5.092682e-01 1.728089e+02 9.376105e+01     Pix  1 48
2.000000e-03 5.360144e-01 1.719248e+02 9.341684e+01     Pix  1 49
2.000000e-03 5.451094e-01 1.704232e+02 9.582607e+01     Pix  1 50
2.000000e-03 4.842816e-01 1.729042e+02 9.420777e+01     Pix  1 51
2.000000e-03 5.324516e-01 1.677723e+02 9.968529e+01     Pix  1 52
2.000000e-03 4.943109e-01 1.696743e+02 9.782868e+01     Pix  1 53
2.000000e-03 5.076084e-01 1.718801e+02 9.423801e+01     Pix  1 54
2.000000e-03 5.110856e-01 1.736454e+02 9.313577e+01     Pix  1 55
2.000000e-03 5.378380e-01 1.693721e+02 9.368632e+01     Pix  1 56
2.000000e-03 5.030803e-01 1.706055e+02 9.701212e+01     Pix  1 57
2.000000e-03 5.240254e-01 1.689258e+02 9.744796e+01     Pix  1 58
2.000000e-03 5.146656e-01 1.699835e+02 9.652966e+01     Pix  1 59
2.000000e-03 5.413984e-01 1.703427e+02 9.159044e+01     Pix  1 60
2.000000e-03 5.207115e-01 1.723596e+02 9.333475e+01     Pix  1 61
2.000000e-03 5.464113e-01 1.696383e+02 9.498944e+01     Pix  1 62
2.000000e-03 5.091976e-01 1.723097e+02 9.644432e+01     Pix  1 63
2.000000e-03 4.920688e-01 1.745794e+02 9.104395e+01     Pix  1 64
2.000000e-03 4.822335e-01 1.745214e+02 9.243627e+01     Pix  1 65
2.000000e-03 4.923500e-01 1.759916e+02 9.136367e+01     Pix  1 66
2.000000e-03 4.913587e-01 1.756805e+02 8.835112e+01     Pix  1 67
2.000000e-03 4.876745e-01 1.769711e+02 8.822268e+01     Pix  1 68
2.000000e-03 4.619076e-01 1.731525e+02 9.462717e+01     Pix  1 69
2.000000e-03 4.867559e-01 1.718928e+02 9.424651e+01     Pix  1 70
2.000000e-03 4.907277e-01 1.726277e+02 9.485071e+01     Pix  1 71
2.000000e-03 4.967456e-01 1.712402e+02 9.530884e+01     Pix  1 72
2.000000e-03 4.755911e-01 1.787362e+02 8.807311e+01     Pix  1 73
2.000000e-03 5.384738e-01 1.705486e+02 9.421783e+01     Pix  1 74
2.000000e-03 5.296346e-01 1.704852e+02 9.664069e+01     Pix  1 75
2.000000e-03 4.975686e-01 1.737157e+02 9.427727e+01     Pix  1 76
2.000000e-03 4.929387e-01 1.734706e+02 9.528906e+01     Pix  1 77
2.000000e-03 5.024866e-01 1.753593e+02 8.993192e+01     Pix  1 78
2.000000e-03 5.853553e-01 1.640109e+02 9.670373e+01     Pix  1 79
2.000000e-03 3.591697e-01 1.734798e+02 9.826654e+01     Pix  2  0
2.000000e-03 3.617053e-01 1.739361e+02 9.753320e+01     Pix  2  1
2.000000e-03 3.958107e-01 1.716840e+02 9.968209e+01     Pix  2  2
2.000000e-03 3.928361e-01 1.690832e+02 1.013492e+02     Pix  2  3
2.000000e-03 3.944770e-01 1.709825e+02 9.939319e+01     Pix  2  4
2.000000e-03 3.679936e-01 1.732021e+02 9.857141e+01     Pix  2  5
2.000000e-03 3.871942e-01 1.744010e+02 9.683175e+01     Pix  2  6
2.000000e-03 4.427262e-01 1.701680e+02 1.004170e+02     Pix  2  7
2.000000e-03 4.012258e-01 1.736961e+02 9.554124e+01     Pix  2  8
2.000000e-03 4.269909e-01 1.709589e+02 9.759980e+01     Pix  2  9
2.000000e-03 4.047909e-01 1.721393e+02 9.743326e+01     Pix  2 10
2.000000e-03 4.290505e-01 1.692530e+02 1.001412e+02     Pix  2 11
2.000000e-03 4.149069e-01 1.734924e+02 9.739849e+01     Pix  2 12
2.000000e-03 4.457567e-01 1.738235e+02 9.355739e+01     Pix  2 13
2.000000e-03 4.440285e-01 1.715305e+02 9.723161e+01     Pix  2 14
2.000000e-03 3.657323e-01 1.754425e+02 9.773041e+01     Pix  2 15
2.000000e-03 4.064906e-01 1.711624e+02 1.007342e+02     Pix  2 16
2.000000e-03 3.724285e-01 1.752465e+02 9.662171e+01     Pix  2 17
2.000000e-03 3.975384e-01 1.765820e+02 9.444641e+01     Pix  2 18
2.000000e-03 3.849663e-01 1.778466e+02 9.460021e+01     Pix  2 19
2.000000e-03 4.147481e-01 1.736461e+02 9.735981e+01     Pix  2 20
2.000000e-03 4.127608e-01 1.741687e+02 9.783950e+01     Pix  2 21
2.000000e-03 4.036609e-01 1.742314e+02 9.677105e+01     Pix  2 22
2.000000e-03 3.982331e-01 1.757467e+02 9.530073e+01     Pix  2 23
2.000000e-03 4.177574e-01 1.739560e+02 9.598952e+01     Pix  2 24
2.000000e-03 4.638795e-01 1.718112e+02 9.761095e+01     Pix  2 25
2.000000e-03 4.707452e-01 1.713214e+02 9.633965e+01     Pix  2 26
2.000000e-03 3.880070e-01 1.752878e+02 9.555363e+01     Pix  2 27
2.000000e-03 4.029669e-01 1.743831e+02 9.597079e+01     Pix  2 28
2.000000e-03 3.943276e-01 1.764957e+02 9.574051e+01     Pix  2 29
2.000000e-03 3.965530e-01 1.786452e+02 9.018028e+01     Pix  2 30
2.000000e-03 4.265866e-01 1.738803e+02 9.622128e+01     Pix  2 31
2.000000e-03 4.811709e-01 1.713885e+02 9.598720e+01     Pix  2 32
2.000000e-03 4.202801e-01 1.711951e+02 9.856113e+01     Pix  2 33
2.000000e-03 3.610831e-01 1.774588e+02 9.544239e+01     Pix  2 34
2.000000e-03 3.786374e-01 1.753703e+02 9.685045e+01     Pix  2 35
2.000000e-03 4.562525e-01 1.716875e+02 9.739433e+01     Pix  2 36
2.000000e-03 4.205820e-01 1.735317e+02 9.634891e+01     Pix  2 37
2.000000e-03 4.583531e-01 1.723254e+02 9.765982e+01     Pix  2 38
2.000000e-03 3.939888e-01 1.755094e+02 9.582158e+01     Pix  2 39
2.000000e-03 4.501813e-01 1.696739e+02 1.005286e+02     Pix  2 40
2.000000e-03 4.206137e-01 1.735957e+02 9.702006e+01     Pix  2 41
2.000000e-03 4.336420e-01 1.757280e+02 9.314785e+01     Pix  2 42
2.000000e-03 4.867808e-01 1.690940e+02 9.895047e+01     Pix  2 43
2.000000e-03 4.340200e-01 1.757104e+02 9.512083e+01     Pix  2 44
2.000000e-03 4.266766e-01 1.741087e+02 9.647303e+01     Pix  2 45
2.000000e-03 4.362546e-01 1.724544e+02 9.464143e+01     Pix  2 46
2.000000e-03 4.394521e-01 1.726490e+02 9.687846e+01     Pix  2 47
2.000000e-03 4.559250e-01 1.720413e+02 9.625904e+01     Pix  2 48
2.000000e-03 4.641749e-01 1.727212e+02 9.429949e+01     Pix  2 49
2.000000e-03 3.969813e-01 1.785112e+02 9.053281e+01     Pix  2 50
2.000000e-03 3.838063e-01 1.735631e+02 9.836084e+01     Pix  2 51
2.000000e-03 4.374556e-01 1.699962e+02 9.965813e+01     Pix  2 52
2.000000e-03 4.203686e-01 1.708974e+02 9.784781e+01     Pix  2 53
2.000000e-03 4.356440e-01 1.735481e+02 9.674345e+01     Pix  2 54
2.000000e-03 4.143094e-01 1.747187e+02 9.564204e+01     Pix  2 55
2.000000e-03 4.456477e-01 1.732357e+02 9.432787e+01     Pix  2 56
2.000000e-03 4.350516e-01 1.725585e+02 9.803676e+01     Pix  2 57
2.000000e-03 4.473398e-01 1.719684e+02 9.710322e+01     Pix  2 58
2.000000e-03 4.560281e-01 1.723151e+02 9.639710e+01     Pix  2 59
2.000000e-03 4.747752e-01 1.711993e+02 9.697688e+01     Pix  2 60
2.000000e-03 4.511653e-01 1.742867e+02 9.544984e+01     Pix  2 61
2.000000e-03 5.037251e-01 1.703378e+02 9.792330e+01     Pix  2 62
2.000000e-03 4.528785e-01 1.724258e+02 9.639543e+01     Pix  2 63
2.000000e-03 3.923362e-01 1.769750e+02 9.393127e+01     Pix  2 64
2.000000e-03 4.280964e-01 1.744553e+02 9.486625e+01     Pix  2 65
2.000000e-03 4.399708e-01 1.754419e+02 9.407667e+01     Pix  2 66
2.000000e-03 4.582675e-01 1.751049e+02 9.289762e+01     Pix  2 67
2.000000e-03 4.686074e-01 1.745982e+02 9.323062e+01     Pix  2 68
2.000000e-03 4.355878e-01 1.712762e+02 9.875425e+01     Pix  2 69
2.000000e-03 3.908145e-01 1.751812e+02 9.596425e+01     Pix  2 70
2.000000e-03 4.001770e-01 1.757124e+02 9.652422e+01     Pix  2 71
2.000000e-03 4.396913e-01 1.769529e+02 9.344513e+01     Pix  2 72
2.000000e-03 4.637624e-01 1.731493e+02 9.603378e+01     Pix  2 73
2.000000e-03 3.998002e-01 1.778249e+02 9.433892e+01     Pix  2 74
2.000000e-03 4.349265e-01 1.734866e+02 9.752714e+01     Pix  2 75
2.000000e-03 3.937788e-01 1.780109e+02 9.415566e+01     Pix  2 76
2.000000e-03 4.694843e-01 1.703441e+02 9.846483e+01     Pix  2 77
2.000000e-03 4.503669e-01 1.753831e+02 9.482383e+01     Pix  2 78
2.000000e-03 5.359788e-01 1.638973e+02 1.009874e+02     Pix  2 79
2.000000e-03 4.023310e-01 1.710943e+02 9.936683e+01     Pix  3  0
2.000000e-03 4.135849e-01 1.709342e+02 9.754401e+01     Pix  3  1
2.000000e-03 3.570671e-01 1.758548e+02 9.546159e+01     Pix  3  2
2.000000e-03 3.576622e-01 1.740489e+02 9.808029e+01     Pix  3  3
2.000000e-03 3.890554e-01 1.720315e+02 9.965121e+01     Pix  3  4
2.000000e-03 3.773447e-01 1.735911e+02 9.750830e+01     Pix  3  5
2.000000e-03 4.520289e-01 1.702576e+02 9.903589e+01     Pix  3  6
2.000000e-03 4.297386e-01 1.708088e+02 9.893912e+01     Pix  3  7
2.000000e-03 3.920923e-01 1.725803e+02 9.772266e+01     Pix  3  8
2.000000e-03 3.822604e-01 1.763080e+02 9.432280e+01     Pix  3  9
2.000000e-03 4.231774e-01 1.708122e+02 9.911262e+01     Pix  3 10
2.000000e-03 4.414514e-01 1.698156e+02 1.001334e+02     Pix  3 11
2.000000e-03 4.426127e-01 1.714382e+02 9.698113e+01     Pix  3 12
2.000000e-03 4.466144e-01 1.731494e+02 9.542332e+01     Pix  3 13
2.000000e-03 4.510433e-01 1.721704e+02 9.652231e+01     Pix  3 14
2.000000e-03 3.689333e-01 1.754281e+02 9.817476e+01     Pix  3 15
2.000000e-03 4.087620e-01 1.728715e+02 9.747912e+01     Pix  3 16
2.000000e-03 4.096090e-01 1.711266e+02 1.004896e+02     Pix  3 17
2.000000e-03 3.864755e-01 1.779022e+02 9.325705e+01     Pix  3 18
2.000000e-03 4.307268e-01 1.716764e+02 9.812323e+01     Pix  3 19
2.000000e-03 4.424355e-01 1.714526e+02 9.886870e+01     Pix  3 20
2.000000e-03 3.875967e-01 1.760009e+02 9.647758e+01     Pix  3 21
2.000000e-03 4.324653e-01 1.708980e+02 9.746248e+01     Pix  3 22
2.000000e-03 4.379332e-01 1.713465e+02 9.749864e+01     Pix  3 23
2.000000e-03 4.545511e-01 1.737010e+02 9.486604e+01     Pix  3 24
2.000000e-03 4.441040e-01 1.721630e+02 9.569297e+01     Pix  3 25
2.000000e-03 4.587700e-01 1.731327e+02 9.690270e+01     Pix  3 26
2.000000e-03 4.329677e-01 1.705934e+02 9.939615e+01     Pix  3 27
2.000000e-03 4.159162e-01 1.732024e+02 9.769903e+01     Pix  3 28
2.000000e-03 4.057691e-01 1.741981e+02 9.639722e+01     Pix  3 29
2.000000e-03 4.448557e-01 1.752854e+02 9.476299e+01     Pix  3 30
2.000000e-03 4.259687e-01 1.757026e+02 9.392485e+01     Pix  3 31
2.000000e-03 4.829260e-01 1.719431e+02 9.544556e+01     Pix  3 32
2.000000e-03 4.243590e-01 1.722108e+02 9.822055e+01     Pix  3 33
2.000000e-03 4.193241e-01 1.707827e+02 1.002254e+02     Pix  3 34
2.000000e-03 3.672391e-01 1.783168e+02 9.376713e+01     Pix  3 35
