Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])

2.000000e-03 4.918825e-01 1.647069e+02 1.024834e+02     Pix  0  0
2.000000e-03 5.238629e-01 1.622344e+02 1.037934e+02     Pix  0  1
2.000000e-03 4.388058e-01 1.681618e+02 1.006505e+02     Pix  0  2
2.000000e-03 4.809518e-01 1.632800e+02 1.047365e+02     Pix  0  3
2.000000e-03 4.484813e-01 1.669892e+02 1.033215e+02     Pix  0  4
2.000000e-03 4.619438e-01 1.662011e+02 1.031966e+02     Pix  0  5
2.000000e-03 4.845339e-01 1.669553e+02 1.017903e+02     Pix  0  6
2.000000e-03 5.145561e-01 1.637796e+02 1.048028e+02     Pix  0  7
2.000000e-03 5.457352e-01 1.635183e+02 1.031625e+02     Pix  0  8
2.000000e-03 4.896188e-01 1.644446e+02 1.020582e+02     Pix  0  9
2.000000e-03 5.533815e-01 1.619717e+02 1.045066e+02     Pix  0 10
2.000000e-03 5.285436e-01 1.655637e+02 1.017497e+02     Pix  0 11
2.000000e-03 5.251990e-01 1.668961e+02 1.006434e+02     Pix  0 12
2.000000e-03 5.515327e-01 1.637669e+02 1.001655e+02     Pix  0 13
2.000000e-03 5.822258e-01 1.603515e+02 1.029182e+02     Pix  0 14
2.000000e-03 5.047796e-01 1.640561e+02 1.043928e+02     Pix  0 15
2.000000e-03 4.723173e-01 1.650495e+02 1.017638e+02     Pix  0 16
2.000000e-03 5.145520e-01 1.642817e+02 1.032796e+02     Pix  0 17
2.000000e-03 5.487053e-01 1.639587e+02 1.025128e+02     Pix  0 18
2.000000e-03 5.342774e-01 1.657081e+02 1.020994e+02     Pix  0 19
2.000000e-03 5.516584e-01 1.654833e+02 1.016824e+02     Pix  0 20
2.000000e-03 5.041944e-01 1.655685e+02 1.003875e+02     Pix  0 21
2.000000e-03 5.045995e-01 1.634659e+02 1.016483e+02     Pix  0 22
2.000000e-03 5.133863e-01 1.652345e+02 1.014649e+02     Pix  0 23
2.000000e-03 5.318399e-01 1.670041e+02 9.790557e+01     Pix  0 24
2.000000e-03 5.818852e-01 1.636680e+02 1.002012e+02     Pix  0 25
2.000000e-03 5.280377e-01 1.659427e+02 9.676590e+01     Pix  0 26
2.000000e-03 5.616725e-01 1.615478e+02 1.040489e+02     Pix  0 27
