Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])

2.000000e-03 4.976383e-01 1.611767e+02 1.056155e+02     Pix  0  0
2.000000e-03 4.552610e-01 1.646540e+02 1.037689e+02     Pix  0  1
2.000000e-03 4.606325e-01 1.646479e+02 1.045495e+02     Pix  0  2
2.000000e-03 4.095437e-01 1.676255e+02 1.042190e+02     Pix  0  3
2.000000e-03 4.362040e-01 1.660545e+02 1.051301e+02     Pix  0  4
2.000000e-03 4.426859e-01 1.654577e+02 1.053490e+02     Pix  0  5
2.000000e-03 4.704633e-01 1.650367e+02 1.021966e+02     Pix  0  6
2.000000e-03 5.048722e-01 1.618619e+02 1.048797e+02     Pix  0  7
2.000000e-03 4.994065e-01 1.650506e+02 1.023771e+02     Pix  0  8
2.000000e-03 4.505397e-01 1.654627e+02 1.042454e+02     Pix  0  9
2.000000e-03 5.315509e-01 1.610723e+02 1.052868e+02     Pix  0 10
2.000000e-03 4.585894e-01 1.658865e+02 1.035921e+02     Pix  0 11
2.000000e-03 5.157781e-01 1.663022e+02 1.000775e+02     Pix  0 12
2.000000e-03 5.342008e-01 1.661010e+02 1.007785e+02     Pix  0 13
2.000000e-03 4.892244e-01 1.688022e+02 9.812395e+01     Pix  0 14
2.000000e-03 4.518703e-01 1.669153e+02 1.020213e+02     Pix  0 15
2.000000e-03 4.456923e-01 1.676986e+02 1.015488e+02     Pix  0 16
2.000000e-03 4.594820e-01 1.642785e+02 1.042841e+02     Pix  0 17
2.000000e-03 5.098366e-01 1.643646e+02 1.033541e+02     Pix  0 18
2.000000e-03 4.837484e-01 1.651963e+02 1.010101e+02     Pix  0 19
2.000000e-03 4.449555e-01 1.689337e+02 1.005432e+02     Pix  0 20
2.000000e-03 5.176765e-01 1.630130e+02 1.040475e+02     Pix  0 21
2.000000e-03 4.527701e-01 1.691991e+02 1.000737e+02     Pix  0 22
2.000000e-03 4.584247e-01 1.674463e+02 1.004687e+02     Pix  0 23
2.000000e-03 4.689305e-01 1.705238e+02 9.706670e+01     Pix  0 24
2.000000e-03 5.229450e-01 1.671623e+02 9.769732e+01     Pix  0 25
2.000000e-03 4.978242e-01 1.686224e+02 9.833200e+01     Pix  0 26
2.000000e-03 5.164126e-01 1.613850e+02 1.051497e+02     Pix  0 27
2.000000e-03 4.449341e-01 1.684711e+02 1.004496e+02     Pix  0 28
2.000000e-03 4.735577e-01 1.654402e+02 1.034694e+02     Pix  0 29
2.000000e-03 4.770299e-01 1.689217e+02 9.878730e+01     Pix  0 30
2.000000e-03 4.886503e-01 1.674724e+02 9.980115e+01     Pix  0 31
2.000000e-03 5.221476e-01 1.666294e+02 1.010196e+02     Pix  0 32
2.000000e-03 4.686293e-01 1.652149e+02 1.029088e+02     Pix  0 33
2.000000e-03 4.550886e-01 1.673512e+02 1.027201e+02     Pix  0 34
2.000000e-03 4.567315e-01 1.663017e+02 1.034408e+02     Pix  0 35
2.000000e-03 4.974830e-01 1.653487e+02 1.042108e+02     Pix  0 36
2.000000e-03 4.578384e-01 1.706049e+02 9.720029e+01     Pix  0 37
2.000000e-03 5.303064e-01 1.638563e+02 1.031555e+02     Pix  0 38
2.000000e-03 4.271112e-01 1.706661e+02 9.934860e+01     Pix  0 39
2.000000e-03 5.025095e-01 1.643055e+02 1.033567e+02     Pix  0 40
2.000000e-03 4.675727e-01 1.670049e+02 1.023320e+02     Pix  0 41
2.000000e-03 4.759212e-01 1.714170e+02 9.647680e+01     Pix  0 42
2.000000e-03 5.376577e-01 1.652714e+02 9.809735e+01     Pix  0 43
2.000000e-03 5.270549e-01 1.659636e+02 9.983060e+01     Pix  0 44
2.000000e-03 5.044597e-01 1.629506e+02 1.050866e+02     Pix  0 45
2.000000e-03 4.870585e-01 1.655309e+02 1.034056e+02     Pix  0 46
2.000000e-03 4.552707e-01 1.668455e+02 1.024761e+02     Pix  0 47
2.000000e-03 5.432452e-01 1.646725e+02 9.840733e+01     Pix  0 48
2.000000e-03 5.302607e-01 1.666207e+02 9.754708e+01     Pix  0 49
2.000000e-03 5.449468e-01 1.651625e+02 9.808385e+01     Pix  0 50
2.000000e-03 4.624424e-01 1.660776e+02 1.025024e+02     Pix  0 51
2.000000e-03 4.422073e-01 1.659850e+02 1.023778e+02     Pix  0 52
2.000000e-03 5.192334e-01 1.625292e+02 1.041185e+02     Pix  0 53
2.000000e-03 5.466604e-01 1.640641e+02 1.005922e+02     Pix  0 54
2.000000e-03 5.176415e-01 1.641966e+02 1.017595e+02     Pix  0 55
2.000000e-03 5.251960e-01 1.634733e+02 1.034935e+02     Pix  0 56
2.000000e-03 5.148349e-01 1.639289e+02 1.036811e+02     Pix  0 57
2.000000e-03 5.058883e-01 1.643752e+02 1.036050e+02     Pix  0 58
2.000000e-03 5.423850e-01 1.638775e+02 1.027798e+02     Pix  0 59
2.000000e-03 5.175569e-01 1.682535e+02 9.855119e+01     Pix  0 60
2.000000e-03 5.459424e-01 1.661497e+02 9.831152e+01     Pix  0 61
2.000000e-03 5.148387e-01 1.672691e+02 9.757656e+01     Pix  0 62
2.000000e-03 4.814814e-01 1.659652e+02 1.012236e+02     Pix  0 63
2.000000e-03 5.013174e-01 1.626228e+02 1.038476e+02     Pix  0 64
2.000000e-03 5.460054e-01 1.621190e+02 1.055490e+02     Pix  0 65
2.000000e-03 5.926248e-01 1.609412e+02 1.012872e+02     Pix  0 66
2.000000e-03 5.537150e-01 1.628618e+02 1.003392e+02     Pix  0 67
2.000000e-03 5.460761e-01 1.638412e+02 1.004321e+02     Pix  0 68
2.000000e-03 5.034341e-01 1.623003e+02 1.056273e+02     Pix  0 69
2.000000e-03 5.061887e-01 1.601969e+02 1.069800e+02     Pix  0 70
2.000000e-03 5.071783e-01 1.609964e+02 1.055902e+02     Pix  0 71
2.000000e-03 5.208463e-01 1.642546e+02 1.029359e+02     Pix  0 72
2.000000e-03 5.120742e-01 1.643692e+02 1.010975e+02     Pix  0 73
2.000000e-03 5.455938e-01 1.635226e+02 1.038728e+02     Pix  0 74
2.000000e-03 5.164655e-01 1.645028e+02 1.024255e+02     Pix  0 75
2.000000e-03 5.509001e-01 1.604021e+02 1.053926e+02     Pix  0 76
2.000000e-03 5.543095e-01 1.618781e+02 1.043420e+02     Pix  0 77
2.000000e-03 5.524925e-01 1.631500e+02 1.000599e+02     Pix  0 78
1.999953e-03 5.914352e-01 1.563628e+02 1.015558e+02     Pix  0 79
2.000000e-03 3.939565e-01 1.753209e+02 9.737002e+01     Pix  1  0
2.000000e-03 4.440939e-01 1.697737e+02 1.008920e+02     Pix  1  1
2.000000e-03 4.077073e-01 1.721858e+02 9.975375e+01     Pix  1  2
2.000000e-03 3.583480e-01 1.784343e+02 9.456319e+01     Pix  1  3
