Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])

2.000000e-03 5.343912e-01 1.606309e+02 1.028127e+02     Pix  0  0
2.000000e-03 5.384941e-01 1.613072e+02 1.043343e+02     Pix  0  1
2.000000e-03 5.712610e-01 1.613511e+02 1.053980e+02     Pix  0  2
2.000000e-03 5.105486e-01 1.618961e+02 1.029114e+02     Pix  0  3
2.000000e-03 5.034515e-01 1.625855e+02 1.029030e+02     Pix  0  4
2.000000e-03 5.177557e-01 1.614471e+02 1.025574e+02     Pix  0  5
2.000000e-03 5.589414e-01 1.619931e+02 1.004364e+02     Pix  0  6
2.000000e-03 5.661400e-01 1.600418e+02 1.026106e+02     Pix  0  7
1.999895e-03 5.097582e-01 1.660446e+02 1.010808e+02     Pix  0  8
2.000000e-03 5.193392e-01 1.631428e+02 1.023472e+02     Pix  0  9
2.000000e-03 5.412540e-01 1.642859e+02 1.009200e+02     Pix  0 10
2.000000e-03 5.068392e-01 1.646956e+02 9.924520e+01     Pix  0 11
2.000000e-03 5.579676e-01 1.651151e+02 9.666941e+01     Pix  0 12
2.000000e-03 5.656584e-01 1.648950e+02 9.850448e+01     Pix  0 13
2.000000e-03 5.963282e-01 1.621932e+02 1.003075e+02     Pix  0 14
2.000000e-03 5.099722e-01 1.636908e+02 1.014566e+02     Pix  0 15
2.000000e-03 4.719856e-01 1.668403e+02 1.009594e+02     Pix  0 16
2.000000e-03 5.697662e-01 1.588022e+02 1.052451e+02     Pix  0 17
2.000000e-03 5.579440e-01 1.643612e+02 9.851468e+01     Pix  0 18
2.000000e-03 5.316993e-01 1.651198e+02 9.625080e+01     Pix  0 19
2.000000e-03 5.392833e-01 1.655940e+02 9.630900e+01     Pix  0 20
2.000000e-03 5.515615e-01 1.642182e+02 1.002546e+02     Pix  0 21
2.000000e-03 5.474486e-01 1.637117e+02 1.005418e+02     Pix  0 22
2.000000e-03 5.491476e-01 1.644731e+02 9.839925e+01     Pix  0 23
2.000000e-03 5.882616e-01 1.632777e+02 9.891076e+01     Pix  0 24
1.999305e-03 5.936164e-01 1.627845e+02 9.727221e+01     Pix  0 25
2.000000e-03 5.812113e-01 1.648242e+02 9.767526e+01     Pix  0 26
2.000000e-03 5.653391e-01 1.621826e+02 1.011447e+02     Pix  0 27
1.999959e-03 5.734080e-01 1.633744e+02 1.007132e+02     Pix  0 28
2.000000e-03 5.511010e-01 1.640466e+02 1.002018e+02     Pix  0 29
1.999833e-03 5.904229e-01 1.652893e+02 9.611219e+01     Pix  0 30
2.000000e-03 5.669725e-01 1.649721e+02 9.778641e+01     Pix  0 31
1.998868e-03 6.018385e-01 1.619549e+02 9.890599e+01     Pix  0 32
2.000000e-03 5.541757e-01 1.626434e+02 1.027110e+02     Pix  0 33
2.000000e-03 5.475116e-01 1.625186e+02 1.037137e+02     Pix  0 34
2.000000e-03 5.569699e-01 1.627128e+02 1.038254e+02     Pix  0 35
2.000000e-03 5.459393e-01 1.655332e+02 9.926913e+01     Pix  0 36
2.000000e-03 5.751699e-01 1.639641e+02 9.942452e+01     Pix  0 37
2.000000e-03 5.472180e-01 1.657699e+02 9.932103e+01     Pix  0 38
2.000000e-03 5.730792e-01 1.633919e+02 1.008732e+02     Pix  0 39
2.000000e-03 6.197114e-01 1.605362e+02 1.032934e+02     Pix  0 40
2.000000e-03 5.744190e-01 1.629914e+02 1.016627e+02     Pix  0 41
2.000000e-03 5.887846e-01 1.650937e+02 9.874674e+01     Pix  0 42
2.000000e-03 6.187670e-01 1.638039e+02 9.792191e+01     Pix  0 43
2.000000e-03 5.904852e-01 1.642365e+02 9.934444e+01     Pix  0 44
2.000000e-03 6.017817e-01 1.618146e+02 1.008483e+02     Pix  0 45
1.999213e-03 6.077924e-01 1.611411e+02 9.859121e+01     Pix  0 46
2.000000e-03 5.858072e-01 1.622062e+02 1.011151e+02     Pix  0 47
1.998958e-03 5.950783e-01 1.631113e+02 9.834827e+01     Pix  0 48
2.000000e-03 5.938034e-01 1.626134e+02 9.818892e+01     Pix  0 49
1.999999e-03 6.015580e-01 1.639117e+02 9.701534e+01     Pix  0 50
2.000000e-03 5.798523e-01 1.604239e+02 1.032563e+02     Pix  0 51
2.000000e-03 5.731449e-01 1.620503e+02 1.012853e+02     Pix  0 52
2.000000e-03 5.767314e-01 1.607808e+02 1.021274e+02     Pix  0 53
2.000000e-03 5.805178e-01 1.624435e+02 1.005238e+02     Pix  0 54
2.000000e-03 6.059404e-01 1.610964e+02 1.029840e+02     Pix  0 55
2.000000e-03 5.831748e-01 1.628784e+02 1.008340e+02     Pix  0 56
2.000000e-03 5.313017e-01 1.655593e+02 9.634514e+01     Pix  0 57
2.000000e-03 5.700823e-01 1.627224e+02 9.952402e+01     Pix  0 58
2.000000e-03 6.207581e-01 1.595578e+02 1.019845e+02     Pix  0 59
1.999862e-03 6.085952e-01 1.625043e+02 9.711134e+01     Pix  0 60
2.000000e-03 6.152496e-01 1.623648e+02 9.888776e+01     Pix  0 61
2.000000e-03 5.884639e-01 1.636387e+02 9.909266e+01     Pix  0 62
2.000000e-03 6.008674e-01 1.603848e+02 1.012998e+02     Pix  0 63
1.918104e-03 5.879874e-01 1.627725e+02 9.821628e+01     Pix  0 64
2.000000e-03 5.902376e-01 1.604736e+02 1.017996e+02     Pix  0 65
1.999999e-03 6.381017e-01 1.611645e+02 9.898191e+01     Pix  0 66
2.000000e-03 5.868531e-01 1.632364e+02 9.773595e+01     Pix  0 67
2.000000e-03 6.186203e-01 1.613617e+02 9.984888e+01     Pix  0 68
2.000000e-03 6.035740e-01 1.590695e+02 1.028868e+02     Pix  0 69
2.000000e-03 5.842410e-01 1.594388e+02 1.034809e+02     Pix  0 70
2.000000e-03 6.204630e-01 1.572220e+02 1.039117e+02     Pix  0 71
1.999593e-03 6.041624e-01 1.615710e+02 9.731027e+01     Pix  0 72
2.000000e-03 6.362722e-01 1.595228e+02 1.019719e+02     Pix  0 73
1.899503e-03 5.864148e-01 1.642514e+02 9.675769e+01     Pix  0 74
