#
#--------LOG from Wed 11 Nov 2015 at 11h:06m:47s ---------
#
1447261614	 22.54
1447261619	 21.94
1447261624	 21.18
1447261630	 20.55
1447261636	 20.16
1447261641	 19.82
1447261647	 19.66
1447261652	 19.44
1447261657	 19.11
1447261663	 18.70
1447261668	 18.52
1447261674	 18.53
1447261679	 18.43
1447261684	 18.36
1447261689	 18.32
1447261694	 18.09
1447261700	 17.88
1447261705	 17.80
1447261710	 17.82
1447261715	 17.90
1447261720	 17.99
1447261726	 18.11
1447261731	 18.19
1447261736	 18.25
1447261741	 18.36
1447261747	 18.46
1447261752	 18.58
1447261757	 18.74
1447261762	 18.96
1447261768	 19.15
1447261773	 19.41
1447261779	 19.60
1447261784	 19.79
1447261789	 20.01
1447261795	 20.25
1447261800	 20.41
1447261805	 20.57
1447261811	 20.70
1447261817	 20.78
1447261822	 20.81
1447261828	 20.81
1447261833	 20.77
1447261838	 20.70
1447261843	 20.60
1447261848	 20.48
1447261854	 20.33
1447261859	 20.11
1447261864	 19.92
1447261870	 19.69
1447261875	 19.47
1447261880	 19.26
1447261885	 19.01
1447261891	 18.74
1447261896	 18.51
1447261901	 18.31
1447261907	 18.06
1447261913	 17.80
1447261918	 17.60
1447261923	 17.41
1447261928	 17.16
1447261934	 16.97
1447261939	 16.81
1447261944	 16.65
1447261949	 16.51
1447261954	 16.35
1447261959	 16.23
1447261964	 16.08
1447261969	 15.97
1447261975	 15.86
1447261980	 15.77
1447261985	 15.66
1447261991	 15.55
1447261996	 15.46
1447262001	 15.36
1447262006	 15.27
1447262012	 15.15
1447262017	 15.06
1447262022	 14.97
1447262027	 14.87
1447262033	 14.76
1447262038	 14.64
1447262044	 14.55
1447262049	 14.45
1447262054	 14.33
1447262059	 14.24
1447262064	 14.16
1447262070	 14.06
1447262075	 13.98
1447262080	 13.90
1447262085	 13.84
1447262091	 13.78
1447262096	 13.72
1447262101	 13.66
1447262107	 13.60
1447262112	 13.56
1447262118	 13.50
1447262123	 13.46
1447262128	 13.42
1447262133	 13.38
1447262138	 13.33
1447262144	 13.28
1447262149	 13.23
1447262154	 13.18
1447262159	 13.13
1447262164	 13.07
1447262170	 13.02
1447262175	 12.96
1447262180	 12.90
1447262186	 12.84
1447262191	 12.79
1447262196	 12.74
1447262201	 12.68
1447262207	 12.64
1447262212	 12.60
1447262217	 12.56
1447262222	 12.53
1447262228	 12.49
1447262233	 12.46
1447262238	 12.44
1447262243	 12.42
1447262248	 12.40
1447262254	 12.37
1447262259	 12.35
1447262265	 12.33
1447262270	 12.31
1447262275	 12.28
1447262281	 12.25
1447262286	 12.22
1447262291	 12.19
1447262296	 12.16
1447262301	 12.12
1447262307	 12.08
1447262312	 12.04
1447262318	 12.01
1447262323	 11.97
1447262328	 11.94
1447262334	 11.89
1447262339	 11.87
1447262344	 11.83
1447262350	 11.80
1447262355	 11.78
1447262360	 11.76
1447262366	 11.75
1447262371	 11.73
1447262377	 11.72
1447262382	 11.71
1447262387	 11.71
1447262392	 11.70
1447262397	 11.69
1447262402	 11.68
1447262407	 11.67
1447262412	 11.65
1447262418	 11.63
1447262423	 11.61
1447262428	 11.59
1447262433	 11.57
1447262438	 11.54
1447262444	 11.52
1447262449	 11.49
1447262455	 11.45
1447262460	 11.42
1447262466	 11.39
1447262471	 11.37
1447262476	 11.34
1447262482	 11.32
1447262487	 11.29
1447262492	 11.28
1447262498	 11.27
1447262503	 11.26
1447262508	 11.25
1447262514	 11.24
1447262519	 11.24
1447262524	 11.24
1447262530	 11.24
1447262535	 11.23
1447262540	 11.22
1447262545	 11.21
1447262551	 11.20
1447262557	 11.19
1447262562	 11.17
1447262568	 11.15
1447262573	 11.13
1447262578	 11.11
1447262583	 11.09
1447262588	 11.06
1447262594	 11.04
1447262599	 11.01
1447262605	 10.98
1447262610	 10.96
1447262616	 10.94
1447262621	 10.92
