#
#--------LOG from Wed 11 Nov 2015 at 11h:06m:47s ---------
#
1447261614	 32.52
1447261619	 32.48
1447261624	 32.43
1447261630	 32.38
1447261636	 32.35
1447261641	 32.32
1447261647	 32.26
1447261652	 32.09
1447261657	 31.92
1447261663	 31.62
1447261668	 31.23
1447261674	 30.87
1447261679	 30.44
1447261684	 29.88
1447261689	 29.43
1447261694	 28.73
1447261700	 28.12
1447261705	 27.49
1447261710	 26.77
1447261715	 26.14
1447261720	 25.49
1447261726	 24.67
1447261731	 24.01
1447261736	 23.42
1447261741	 22.62
1447261747	 21.97
1447261752	 21.37
1447261757	 20.74
1447261762	 19.96
1447261768	 19.38
1447261773	 18.68
1447261779	 18.18
1447261784	 17.75
1447261789	 17.27
1447261795	 16.84
1447261800	 16.60
1447261805	 16.35
1447261811	 16.19
1447261817	 16.07
1447261822	 16.01
1447261828	 15.99
1447261833	 16.00
1447261838	 16.02
1447261843	 16.06
1447261848	 16.11
1447261854	 16.18
1447261859	 16.30
1447261864	 16.39
1447261870	 16.52
1447261875	 16.61
1447261880	 16.71
1447261885	 16.83
1447261891	 16.94
1447261896	 17.03
1447261901	 17.09
1447261907	 17.17
1447261913	 17.22
1447261918	 17.24
1447261923	 17.24
1447261928	 17.21
1447261934	 17.18
1447261939	 17.15
1447261944	 17.09
1447261949	 17.05
1447261954	 16.97
1447261959	 16.92
1447261964	 16.85
1447261969	 16.80
1447261975	 16.77
1447261980	 16.73
1447261985	 16.73
1447261991	 16.75
1447261996	 16.75
1447262001	 16.79
1447262006	 16.83
1447262012	 16.92
1447262017	 17.00
1447262022	 17.06
1447262027	 17.12
1447262033	 17.20
1447262038	 17.24
1447262044	 17.28
1447262049	 17.31
1447262054	 17.31
1447262059	 17.29
1447262064	 17.26
1447262070	 17.21
1447262075	 17.16
1447262080	 17.09
1447262085	 17.01
1447262091	 16.95
1447262096	 16.91
1447262101	 16.82
1447262107	 16.78
1447262112	 16.73
1447262118	 16.72
1447262123	 16.72
1447262128	 16.72
1447262133	 16.77
1447262138	 16.80
1447262144	 16.85
1447262149	 16.95
1447262154	 17.01
1447262159	 17.07
1447262164	 17.13
1447262170	 17.21
1447262175	 17.24
1447262180	 17.29
1447262186	 17.30
1447262191	 17.30
1447262196	 17.29
1447262201	 17.22
1447262207	 17.18
1447262212	 17.11
1447262217	 17.04
1447262222	 16.98
1447262228	 16.89
1447262233	 16.84
1447262238	 16.77
1447262243	 16.72
1447262248	 16.69
1447262254	 16.67
1447262259	 16.68
1447262265	 16.73
1447262270	 16.75
1447262275	 16.80
1447262281	 16.88
1447262286	 16.96
1447262291	 17.02
1447262296	 17.09
1447262301	 17.15
1447262307	 17.21
1447262312	 17.27
1447262318	 17.30
1447262323	 17.31
1447262328	 17.31
1447262334	 17.28
1447262339	 17.24
1447262344	 17.17
1447262350	 17.11
1447262355	 17.04
1447262360	 16.95
1447262366	 16.88
1447262371	 16.80
1447262377	 16.75
1447262382	 16.73
1447262387	 16.70
1447262392	 16.69
1447262397	 16.71
1447262402	 16.73
1447262407	 16.76
1447262412	 16.81
1447262418	 16.88
1447262423	 16.95
1447262428	 17.04
1447262433	 17.10
1447262438	 17.16
1447262444	 17.22
1447262449	 17.28
1447262455	 17.30
1447262460	 17.30
1447262466	 17.29
1447262471	 17.26
1447262476	 17.21
1447262482	 17.17
1447262487	 17.10
1447262492	 17.03
1447262498	 16.95
1447262503	 16.87
1447262508	 16.83
1447262514	 16.76
1447262519	 16.73
1447262524	 16.70
1447262530	 16.72
1447262535	 16.73
1447262540	 16.75
1447262545	 16.80
1447262551	 16.86
1447262557	 16.94
1447262562	 17.00
1447262568	 17.08
1447262573	 17.14
1447262578	 17.23
1447262583	 17.26
1447262588	 17.27
1447262594	 17.30
1447262599	 17.30
1447262605	 17.27
1447262610	 17.23
1447262616	 17.17
1447262621	 17.09
1447262626	 17.04
1447262631	 16.97
1447262636	 16.90
1447262642	 16.82
1447262648	 16.77
