#
#--------LOG from Wed 11 Nov 2015 at 10h:53m:43s ---------
#
-150.0484	1.895712e-08	1447260839.58
-150.0484	1.996412e-08	1447260851.99
-150.0484	1.908052e-08	1447260864.41
-150.0481	1.949682e-08	1447260876.82
-150.048	2.010564e-08	1447260889.24
-150.0482	1.940633e-08	1447260901.65
-150.0481	1.985554e-08	1447260914.07
-150.0483	1.770658e-08	1447260926.49
-150.048	1.885676e-08	1447260938.9
-150.0486	-4.99275e-07	1447260951.32
-150.0487	-8.728858e-07	1447260963.33
-150.0483	-9.245532e-07	1447260975.74
-150.0486	-1.000407e-06	1447260988.15
-150.0489	-1.020026e-06	1447261000.57
-150.0488	-9.931665e-07	1447261012.98
-150.0485	-1.000379e-06	1447261025.39
-150.0482	-1.000532e-06	1447261037.81
-150.048	-9.940434e-07	1447261050.22
-150.0481	-9.927991e-07	1447261062.63
-150.048	-1.034789e-06	1447261075.05
-150.0485	-1.04197e-06	1447261087.46
-150.0487	-3.399362e-07	1447261099.87
